street,suburb,government_area,market,country,country_code,is_location_exact,type,Latitude,Longitude
Glebe,Glebe,Sydney,Sydney,Australia,AU,True,Point,-33.88081,151.18334
Istanbul,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.96826,29.10186
Barcelona,La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,True,Point,41.40631,2.17178
香港,Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,False,Point,22.33107,114.16676
Porto,Porto,Bonfim,Porto,Portugal,PT,False,Point,41.15227,-8.59971
Haiku-Pauwela,Maui,Paia-Haiku,Maui,United States,US,True,Point,20.91468,-156.32303
Staten Island,Great Kills,Eltingville,New York,United States,US,True,Point,40.54106,-74.14666
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.1432,-8.61803
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,True,Point,-33.8949,151.2729
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,True,Point,21.31184,-157.85228
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,False,Point,41.39044,2.17689
Brooklyn,Brooklyn,Bushwick,New York,United States,US,True,Point,40.68844,-73.90531
Brooklyn,Crown Heights,Crown Heights,New York,United States,US,True,Point,40.67034,-73.93902
North Bondi,North Bondi,Waverley,Sydney,Australia,AU,True,Point,-33.88472,151.27247
Fatih,Fatih,Fatih,Istanbul,Turkey,TR,False,Point,41.00629,28.96917
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15772,-8.61302
Wanchai,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.27735,114.17511
Honolulu,Diamond Head/Kapahulu/St. Louis Heights,Primary Urban Center,Oahu,United States,US,False,Point,21.27219,-157.81261
Malabar,Malabar,Randwick,Sydney,Australia,AU,True,Point,-33.96629,151.25151
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39574,2.17652
Montreal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51895,-73.56963
Barcelona,Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,True,Point,41.39696,2.15555
Woodside,Maspeth,Maspeth,New York,United States,US,True,Point,40.73732,-73.90168
Brooklyn ,Brooklyn,Crown Heights,New York,United States,US,False,Point,40.67638,-73.91578
Manly,Manly,Manly,Sydney,Australia,AU,False,Point,-33.79309,151.28247
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,False,Point,-22.95364609257584,-43.188756774363775
Brooklyn,Bushwick,Bushwick,New York,United States,US,False,Point,40.69912,-73.93508
Petersham,Petersham,Marrickville,Sydney,Australia,AU,True,Point,-33.89618,151.1561
Manly,Manly,Manly,Sydney,Australia,AU,True,Point,-33.79106,151.27912
Montreal,Gay Village,Ville-Marie,Montreal,Canada,CA,True,Point,45.51836,-73.55957
New York,Manhattan,Chinatown,New York,United States,US,True,Point,40.71542,-73.99045
Kailua-Kona,Island of Hawaiʻi,North Kona,The Big Island,United States,US,True,Point,19.72866,-155.98373
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.2855,-157.83398
Ewa Beach,Leeward Side,Ewa,Oahu,United States,US,True,Point,21.31369,-158.00071
Rio de Janeiro,Rio De Janeiro,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.968458869372075,-43.18626151607529
Kailua-Kona,Kailua/Kona,North Kona,The Big Island,United States,US,False,Point,19.61387,-155.98172
Kensington,Kensington,Randwick,Sydney,Australia,AU,False,Point,-33.91078,151.22424
Council of the City of Sydney,Central Business District,Sydney,Sydney,Australia,AU,False,Point,-33.86119,151.20532
Barcelona,El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,False,Point,41.38052,2.17934
Rio de Janeiro,Lapa,Centro,Rio De Janeiro,Brazil,BR,True,Point,-22.91465474219368,-43.18801158197427
Volcano,Island of Hawaiʻi,Puna,The Big Island,United States,US,False,Point,19.42905,-155.22552
Eyüp ,Fatih,Eyup,Istanbul,Turkey,TR,False,Point,41.04209,28.93406
Palm Beach,Palm Beach,Pittwater,Sydney,Australia,AU,False,Point,-33.61089,151.32905
Rushcutters Bay,Darlinghurst,Sydney,Sydney,Australia,AU,True,Point,-33.8771,151.22814
Burgazada ,Istanbul,Adalar,Istanbul,Turkey,TR,False,Point,40.88288,29.06121
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49533,-73.5699
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15101,-8.60825
Póvoa de Varzim,Porto,Póvoa de Varzim,Porto,Portugal,PT,False,Point,41.37261,-8.76167
Kapaa,Kauaʻi,Kapaa-Wailua,Kauai,United States,US,True,Point,22.05558,-159.32462
Brooklyn,Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,True,Point,40.69092,-73.92866
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49243,-73.57005
Honolulu,Liliha/Kapalama,Primary Urban Center,Oahu,United States,US,True,Point,21.34049,-157.84952
G.O.Paşa,Istanbul,Gaziosmanpasa,Istanbul,Turkey,TR,False,Point,41.06292,28.9258
Barcelona,Eixample,la Sagrada Família,Barcelona,Spain,ES,True,Point,41.40775,2.17784
Enmore,Newtown/Enmore,Marrickville,Sydney,Australia,AU,True,Point,-33.90135,151.17563
Keaau,Island of Hawaiʻi,Puna,The Big Island,United States,US,True,Point,19.57833,-155.04581
Bundeena,Sydney,Sutherland Shire,Sydney,Australia,AU,True,Point,-34.084,151.15653
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.28582,-157.83903
Leblon,Leblon,Leblon,Rio De Janeiro,Brazil,BR,True,Point,-22.984457092984496,-43.2167104358964
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,True,Point,40.72149,-73.96174
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49545,-73.58089
Montréal,Quartier des Spectacles,Ville-Marie,Montreal,Canada,CA,True,Point,45.51301,-73.55963
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.53454,-73.57684
Panania,Revesby,Bankstown,Sydney,Australia,AU,True,Point,-33.9544,151.00705
Ataşehir,Kadıköy,Atasehir,Istanbul,Turkey,TR,False,Point,40.99609,29.08361
Montréal,Outremont,Outremont,Montreal,Canada,CA,True,Point,45.51693,-73.59851
Kapaa,Kauaʻi,Kapaa-Wailua,Kauai,United States,US,False,Point,22.05299,-159.33306
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.28588,-157.83365
Sydney,Central Business District,Sydney,Sydney,Australia,AU,True,Point,-33.87815,151.21023
Surry Hills,Darlinghurst,Sydney,Sydney,Australia,AU,False,Point,-33.87897,151.21538
Lahaina,Kaanapali,Lahaina,Maui,United States,US,True,Point,20.95134,-156.68832
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.51525,-73.55529
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.011040795968057,-43.35499632022474
Barcelona,Ciutat Vella,Sant Pere,Barcelona,Spain,ES,True,Point,41.38542,2.18067
Eastwood,Sydney,Ryde,Sydney,Australia,AU,True,Point,-33.79841,151.07671
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27564,114.16813
Wan Chai District,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.2779,114.17739
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,True,Point,-22.984971035527924,-43.22694156300586
Pyrmont,Pyrmont,Sydney,Sydney,Australia,AU,True,Point,-33.87175,151.19396
Kailua,Oʻahu,Koolaupoko,Oahu,United States,US,True,Point,21.38546,-157.73049
Leblon,Leblon,Leblon,Rio De Janeiro,Brazil,BR,False,Point,-22.98631175143224,-43.22575981948327
Zetland,Zetland,Sydney,Sydney,Australia,AU,True,Point,-33.90502,151.20954
Paia,Maui,Paia-Haiku,Maui,United States,US,True,Point,20.90555,-156.37272
Brooklyn,Crown Heights,Crown Heights,New York,United States,US,True,Point,40.66838,-73.93134
New York,Manhattan,Harlem,New York,United States,US,True,Point,40.81749,-73.94315
Porto,Porto,Cedofeita,Porto,Portugal,PT,False,Point,41.14974,-8.60525
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,True,Point,-33.88709,151.26919
New York,Manhattan,Washington Heights,New York,United States,US,False,Point,40.85425,-73.93585
İstanbul,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.96469,29.07722
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,True,Point,40.71749,-73.95246
Avalon Beach,Avalon,Pittwater,Sydney,Australia,AU,False,Point,-33.63131,151.32562
New York,Manhattan,Lower East Side,New York,United States,US,True,Point,40.71916,-73.99229
Petersham,Petersham,Marrickville,Sydney,Australia,AU,True,Point,-33.89753,151.15609
Randwick,Randwick,Randwick,Sydney,Australia,AU,False,Point,-33.92244,151.24527
Rydalmere,Sydney,Parramatta,Sydney,Australia,AU,False,Point,-33.81454,151.04927
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,False,Point,41.37247,2.16651
Hurstville,Hurstville,City Of Kogarah,Sydney,Australia,AU,False,Point,-33.97051,151.10714
Kamuela,Island of Hawaiʻi,South Kohala,The Big Island,United States,US,False,Point,19.997,-155.81746
Avalon Beach,Avalon,Pittwater,Sydney,Australia,AU,True,Point,-33.62716,151.31776
New York,Upper West Side,Upper West Side,New York,United States,US,True,Point,40.79449,-73.97347
Bronx,Bedford Park,Fordham,New York,United States,US,True,Point,40.86914,-73.8951
New York,Manhattan,Harlem,New York,United States,US,True,Point,40.82184,-73.95031
Porto,Porto,Paranhos,Porto,Portugal,PT,True,Point,41.17025,-8.61834
Kapaa,Kauaʻi,Kapaa-Wailua,Kauai,United States,US,True,Point,22.0625,-159.31981
HK,Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.28275,114.18591
Fatih,Fatih,Fatih,Istanbul,Turkey,TR,False,Point,41.00937,28.97577
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,False,Point,21.26749,-157.78819
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.53031,-73.591
New York,Washington Heights,Washington Heights,New York,United States,US,False,Point,40.84862,-73.93299
Bondi Junction,Bondi Junction,Waverley,Sydney,Australia,AU,True,Point,-33.89164,151.25213
New York,Chelsea,Chelsea,New York,United States,US,True,Point,40.74383,-74.0034
Coogee,Coogee,Randwick,Sydney,Australia,AU,False,Point,-33.92619,151.25062
Turrella,Turrella,Rockdale,Sydney,Australia,AU,False,Point,-33.93171,151.13956
Wentworth Point,Rhodes,Auburn,Sydney,Australia,AU,True,Point,-33.82516,151.07851
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.52141,-73.56503
Beyoğlu,Karaköy,Beyoglu,Istanbul,Turkey,TR,False,Point,41.02628,28.9694
Kailua-Kona,Island of Hawaiʻi,North Kona,The Big Island,United States,US,True,Point,19.61006,-155.97896
Kahuku,Ko'olauloa,Koolauloa,Oahu,United States,US,True,Point,21.69889,-157.99358
Kailua-Kona,Island of Hawaiʻi,North Kona,The Big Island,United States,US,True,Point,19.58556,-155.96845
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.52932,-73.57922
Sydney Olympic Park,Homebush,Auburn,Sydney,Australia,AU,False,Point,-33.84753,151.07253
Lahaina,Maui,Lahaina,Maui,United States,US,True,Point,20.8751,-156.67428
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39598,2.16991
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,True,Point,40.70628,-73.94541
New York,Manhattan,Harlem,New York,United States,US,False,Point,40.82098,-73.94214
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28746,114.15042
Hong Kong,Fortress Hill,Eastern,Hong Kong,Hong Kong,HK,False,Point,22.2893,114.19518
Porto,Porto,Cedofeita,Porto,Portugal,PT,False,Point,41.14946,-8.60696
Kihei,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.69263,-156.43391
Bondi Junction,Bondi Junction,Waverley,Sydney,Australia,AU,True,Point,-33.89424,151.25654
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,True,Point,40.71258,-73.95976
Brooklyn,Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,True,Point,40.68493,-73.94403
Hong Kong,Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28699,114.14013
Barcelona,Eixample,el Fort Pienc,Barcelona,Spain,ES,True,Point,41.39602,2.17944
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,False,Point,41.37333,2.17377
New York,Williamsburg,Williamsburg,New York,United States,US,False,Point,40.71459,-73.96171
New York,West Village,West Village,New York,United States,US,True,Point,40.73282,-74.00095
Captain Cook,Kailua/Kona,South Kona,The Big Island,United States,US,True,Point,19.441,-155.88717
Porto,Porto,Cedofeita,Porto,Portugal,PT,False,Point,41.16058,-8.6056
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,False,Point,-22.985936611499543,-43.19525670637708
深圳市,Hong Kong,North,Hong Kong,China,CN,False,Point,22.53832,114.1237
Manly,Manly,Manly,Sydney,Australia,AU,True,Point,-33.79024,151.2868
New York,Manhattan,West Village,New York,United States,US,True,Point,40.7338,-74.00328
Taksim,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03661,28.97665
Honolulu,Diamond Head/Kapahulu/St. Louis Heights,Primary Urban Center,Oahu,United States,US,True,Point,21.28486,-157.81679
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.97885504951214,-43.18995048713185
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.1545,-8.60315
Rio de Janeiro,Gávea,Gávea,Rio De Janeiro,Brazil,BR,True,Point,-22.97875630104889,-43.23625576846143
Brooklyn,Greenpoint,Greenpoint,New York,United States,US,True,Point,40.73292,-73.95987
Bronx NY ,The Bronx,Concourse,New York,United States,US,False,Point,40.82415,-73.92778
Montréal,Old Port,Ville-Marie,Montreal,Canada,CA,True,Point,45.50213,-73.55811
Honolulu,Waikiki,Primary Urban Center,Oahu,United States,US,True,Point,21.28164,-157.82797
Hong Kong,Mid-Levels,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28138,114.15171
Montréal,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,True,Point,45.55405,-73.61762
Rio de Janeiro,Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,False,Point,-22.929580623026727,-43.17530478765498
Sydney,Central Business District,Sydney,Sydney,Australia,AU,True,Point,-33.86413,151.20686
Wan Chai,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.279,114.17171
Barcelona,Sants-Montjuïc,Sants,Barcelona,Spain,ES,True,Point,41.37437,2.13318
Hong Kong,Hong Kong,Sai Kung,Hong Kong,Hong Kong,HK,True,Point,22.29456,114.27299
元朗,Hong Kong,Yuen Long,Hong Kong,Hong Kong,HK,False,Point,22.4435,114.03646
Barcelona,El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,False,Point,41.38277,2.17632
Brooklyn,Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,True,Point,40.68471,-73.95325
Porto,Porto,Cedofeita,Porto,Portugal,PT,False,Point,41.15279,-8.60892
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.5188,-73.58047
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49135,-73.57634
Barcelona,L'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,True,Point,41.38712,2.14478
尖沙咀,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30716,114.16634
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28815,114.14881
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39012,2.16365
Rio de Janeiro,Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,True,Point,-22.917714827319703,-43.18596306657469
New York,Upper West Side,Upper West Side,New York,United States,US,True,Point,40.77547,-73.98154
Barcelona,Eixample,la Sagrada Família,Barcelona,Spain,ES,False,Point,41.40151,2.1734
Montréal,Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,False,Point,45.5447,-73.54141
Montréal,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,True,Point,45.54964,-73.5972
New York,Manhattan,East Village,New York,United States,US,True,Point,40.7235,-73.97963
Keaau,Island of Hawaiʻi,Puna,The Big Island,United States,US,True,Point,19.58194,-154.97853
Bondi,Bondi,Waverley,Sydney,Australia,AU,False,Point,-33.8927,151.26191
Montréal,Mile End,Rosemont-La Petite-Patrie,Montreal,Canada,CA,False,Point,45.53345,-73.61238
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14777,-8.61326
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14931,-8.61142
Cronulla,Cronulla,Sutherland Shire,Sydney,Australia,AU,False,Point,-34.04533,151.15522
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28652,114.14149
Sydney,Central Business District,Sydney,Sydney,Australia,AU,True,Point,-33.86836,151.20372
New York,Harlem,Harlem,New York,United States,US,True,Point,40.81488,-73.94221
Paia,Paia,Paia-Haiku,Maui,United States,US,True,Point,20.91356,-156.37856
KOLOA,Kauaʻi,Koloa-Poipu,Kauai,United States,US,False,Point,21.87576,-159.45774
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.97584281532173,-43.190867685144376
New York,Manhattan,West Village,New York,United States,US,True,Point,40.73089,-74.00302
New York,Manhattan,Greenwich Village,New York,United States,US,True,Point,40.72866,-74.00095
Barcelona,El Poblenou,el Poblenou,Barcelona,Spain,ES,True,Point,41.3978,2.2045
Sydney,Central Business District,Sydney,Sydney,Australia,AU,True,Point,-33.87528,151.20524
Chippendale,Chippendale,Sydney,Sydney,Australia,AU,False,Point,-33.88645,151.20045
Porto,Porto,Bonfim,Porto,Portugal,PT,True,Point,41.16029,-8.59236
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,True,Point,-22.967063649280615,-43.39128811764257
Queens,Queens,Ridgewood,New York,United States,US,True,Point,40.70538,-73.91322
İstanbul,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03254,28.98571
Beşiktaş,Beşiktaş,Besiktas,Istanbul,Turkey,TR,False,Point,41.048,29.00551
Redfern,Alexandria,Sydney,Sydney,Australia,AU,False,Point,-33.89753,151.19855
Sydney Olympic Park,Rhodes,Auburn,Sydney,Australia,AU,False,Point,-33.82625,151.07919
Saint Peters,St Peters,Marrickville,Sydney,Australia,AU,True,Point,-33.91258,151.17758
Ewa Beach,Oʻahu,Ewa,Oahu,United States,US,True,Point,21.31488,-158.01538
Birchgrove,Balmain/Birchgrove,Leichhardt,Sydney,Australia,AU,True,Point,-33.85557,151.18048
Arcozelo,Porto,Arcozelo,Porto,Portugal,PT,False,Point,41.04185,-8.6467
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,True,Point,40.71084,-73.94861
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.973252153929337,-43.18578145837536
Montréal,Downtown Montreal,Westmount,Montreal,Canada,CA,True,Point,45.48879,-73.58387
Hong Kong,Eastern District,Eastern,Hong Kong,Hong Kong,HK,True,Point,22.29117,114.20205
São Félix da Marinha,Porto,São Félix da Marinha,Porto,Portugal,PT,False,Point,41.02619,-8.634
Porto,Porto,Ramalde,Porto,Portugal,PT,True,Point,41.16769,-8.63539
Manly,Manly,Manly,Sydney,Australia,AU,True,Point,-33.79748,151.28481
Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Montreal,Canada,CA,True,Point,45.45558,-73.65647
Wanchai,Wan Chai,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.27557,114.17391
Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,True,Point,41.40323,2.16932
Tseung Kwan o,Hong Kong,Sai Kung,Hong Kong,Hong Kong,HK,False,Point,22.29665,114.27374
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28435,114.1486
Istanbul,Istanbul,Buyukcekmece,Istanbul,Turkey,TR,False,Point,41.01867,28.60004
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.976176504117603,-43.19098126398924
Rio de Janeiro,Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,False,Point,-22.92230068103729,-43.21846371641134
Istanbul,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03801,28.98113
Surry Hills,Surry Hills,Sydney,Sydney,Australia,AU,True,Point,-33.88413,151.21187
Adalar,Istanbul,Adalar,Istanbul,Turkey,TR,True,Point,40.87374,29.13014
Rio De Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,True,Point,-22.984243488941598,-43.22343545489181
Bronx,Morris Park,Morris Park,New York,United States,US,True,Point,40.84906,-73.85418
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49617,-73.57454
Sans Souci,Sans Souci,City Of Kogarah,Sydney,Australia,AU,False,Point,-33.99202,151.13183
Montréal,Mercier-Hochelaga-Maisonneuve,Anjou,Montreal,Canada,CA,True,Point,45.59306,-73.55593
Porto,Porto,Bonfim,Porto,Portugal,PT,True,Point,41.15461,-8.59873
Hong Kong Island,Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28824,114.14695
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,False,Point,-33.88863,151.27104
Barcelona ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Barcelona,Spain,ES,True,Point,41.39578,2.14992
Bundeena,Cronulla,Sutherland Shire,Sydney,Australia,AU,True,Point,-34.08139,151.1452
Keaau,Island of Hawaiʻi,Puna,The Big Island,United States,US,True,Point,19.5645,-154.96857
Kaneohe,Windward Side,Koolaupoko,Oahu,United States,US,True,Point,21.44059,-157.83791
Kihei,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.68934,-156.43514
Lahaina,Kaanapali,Lahaina,Maui,United States,US,True,Point,20.93499,-156.69191
Birchgrove,Balmain/Birchgrove,Leichhardt,Sydney,Australia,AU,True,Point,-33.85209,151.17802
Pāhoa,Island of Hawaiʻi,Puna,The Big Island,United States,US,True,Point,19.43352,-154.91389
Princville,Kauaʻi,North Shore Kauai,Kauai,United States,US,False,Point,22.22382,-159.49025
Barcelona,El Camp de l'Arpa del Clot,el Camp de l'Arpa del Clot,Barcelona,Spain,ES,True,Point,41.41484,2.18146
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28243,114.12801
Montreal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,False,Point,45.49466,-73.58189
Istanbul,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03037,28.97487
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.53554,-73.57471
New York,Manhattan,Chelsea,New York,United States,US,True,Point,40.74512,-73.99179
Princeville,Kauaʻi,North Shore Kauai,Kauai,United States,US,False,Point,22.21678,-159.48597
Saint Ives,Sydney,Ku-Ring-Gai,Sydney,Australia,AU,True,Point,-33.75039,151.17179
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.53572,-73.58701
Lahaina,Maui,Lahaina,Maui,United States,US,False,Point,20.94855,-156.68821
Rose Bay,Bellevue Hill,Woollahra,Sydney,Australia,AU,True,Point,-33.87589,151.25774
Redfern,Redfern,Sydney,Sydney,Australia,AU,True,Point,-33.89609,151.21552
Hong Kong Island,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28166,114.15288
Beyoğlu,Karaköy,Beyoglu,Istanbul,Turkey,TR,False,Point,41.02618,28.97227
Bagunte,Porto,Bagunte,Porto,Portugal,PT,True,Point,41.37552,-8.66405
Hong Kong Island,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28427,114.15234
KOLOA,Kauaʻi,Koloa-Poipu,Kauai,United States,US,False,Point,21.87561,-159.45807
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30852,114.16681
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39611,2.16745
North Ryde,Sydney,Ryde,Sydney,Australia,AU,True,Point,-33.78763,151.12489
Brooklyn,Brooklyn,Sunset Park,New York,United States,US,False,Point,40.66477,-73.99516
Montréal,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,True,Point,45.57756,-73.54099
Bondi Beach,North Bondi,Waverley,Sydney,Australia,AU,True,Point,-33.88521,151.27372
Montréal,Verdun,Verdun,Montreal,Canada,CA,True,Point,45.46637,-73.56827
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.28676,-157.84062
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.51421,-73.55421
Redfern,Redfern,Sydney,Sydney,Australia,AU,True,Point,-33.89235,151.19911
Hong Kong,Wan Chai,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27669,114.17789
Brooklyn,Greenpoint,Greenpoint,New York,United States,US,True,Point,40.72556,-73.94368
Istanbul,Üsküdar,Uskudar,Istanbul,Turkey,TR,False,Point,41.01694,29.06929
Vaucluse,Vaucluse/Watsons Bay,Waverley,Sydney,Australia,AU,True,Point,-33.86357,151.28165
Bellevue Hill,Bellevue Hill,Woollahra,Sydney,Australia,AU,True,Point,-33.88356,151.26394
Randwick,Randwick,Randwick,Sydney,Australia,AU,True,Point,-33.90579,151.23572
Bronte,Bronte,Waverley,Sydney,Australia,AU,False,Point,-33.90539,151.25894
New York,Lower East Side,Lower East Side,New York,United States,US,True,Point,40.7189,-73.99177
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,True,Point,21.27904,-157.82323
Barcelona,el Fort Pienc,el Fort Pienc,Barcelona,Spain,ES,True,Point,41.3926,2.1801
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.33344,-157.85729
Montreal,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montreal,Canada,CA,False,Point,45.65311,-73.56126
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03276,28.98169
Redfern,Redfern,Sydney,Sydney,Australia,AU,True,Point,-33.8948,151.21617
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.3062,114.1696
Volcano,Island of Hawaiʻi,Puna,The Big Island,United States,US,False,Point,19.42714,-155.2315
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.965127230450918,-43.17738727369248
